Date,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,ME,MK,MT,NL,NO,PL,PT,RO,RS,SE,SI,SK,TR,UK
2000-12-31,1402.1239564519517,1601204.6670332248,22473.85850430084,3484875.2454969743,1367085.261559611,2546302.704700413,188002.3145770919,1992782.5696810088,40948950.56545891,878535.6731709763,27997.03608979012,3718305.676008722,6802478.448996646,106972.10419557463,10373792.819040095,82569.31217259173,836373.9095983051,20912.89848733843,0.0,26168125.999383118,0.0,113160.93343850801,1787.9313743267505,2906.1328421089565,27404.159371307116,6262153.180944732,0.0,482001.5588922157,510602.2483214646,1282333.5136842285,13756.538968672325,597205.8041354031,281856.88686276204,373234.66565378837,5830103.344313309,13604043.512067195,0.0,0.0
2001-12-31,1326.7339922566493,1530445.7156696797,20603.15312026655,3574766.600529191,1287194.9913799262,2547622.968983254,183962.87427503502,1866390.2117128132,40111430.030788735,893591.6755783457,27519.89268515001,3615908.710738885,6682211.483260177,106202.40960478294,10414018.480079418,76980.8040360408,777188.6709249079,20776.99003064618,0.0,26049556.70319894,0.0,110057.28583072418,1818.291618635335,2896.675715635828,24990.672215133884,5844798.573778472,0.0,499380.6643786131,530958.2995731763,1187302.8440241097,13624.025656781769,557282.215108267,253445.94469073645,375952.8515043613,5440907.527769676,12589292.32758375,0.0,0.0
2002-12-31,1271.987287829496,1526383.449369853,20198.257092092153,3563418.4511958878,1251727.495460785,2509733.9451906476,185360.85647006225,1936468.1741650659,40542104.865392454,931800.2198778105,30756.26921469154,3502152.2218438764,6508605.751912187,115172.97864996636,10301938.229915833,74859.33477103937,787249.6537503658,19823.583772210157,0.0,24876388.027137265,0.0,122081.44603451855,1826.968442914992,3222.9309427000576,24047.47835591834,5567020.859007471,0.0,499242.7864616746,560963.4443762068,1282083.953028049,13234.88612386208,562633.5551348507,254578.53072574912,410147.40994930203,5293217.82185031,13165368.958376912,0.0,0.0
2003-12-31,1336.087985359855,1720106.262549157,21981.598394171746,4212671.737530733,1290820.174488854,2831943.2488169726,183408.77599121546,2236069.716630059,48022065.04629244,992622.7833833067,27313.395172846118,3504616.130992617,6506740.545646321,108559.47627800315,11466430.486666344,82821.32148951817,864251.7053737567,21486.55142293168,0.0,26588785.48095597,0.0,116142.89093660499,2205.2479467428534,2962.577012697691,26276.477559877134,5750900.556806297,0.0,578078.179479361,564805.7617000088,1367334.1251040697,13430.625101103566,579552.9442757021,266175.20673895127,404858.58208727965,5984784.537281809,14608345.686057657,0.0,0.0
2004-12-31,1298.647850298097,1551666.4553491415,20192.4864312428,3750569.6671539964,1292558.680336871,2636237.358030538,186527.92675816466,2037835.6717913055,42646401.1807056,940428.3003004482,27433.79411733416,3550887.8530663266,6727195.5700747855,106063.74583670837,10844507.539687043,74641.78810352547,778762.5588748901,20604.17444273728,0.0,25311295.05688019,0.0,112128.36717876092,1943.3803731185676,2919.47758808794,24666.86856432909,5724660.704410377,0.0,513964.8199614802,541748.5635029576,1287048.2715542268,14234.635013552008,561065.3690932228,254128.12701319085,389817.46893953,5271924.4262709925,13309971.51931934,0.0,0.0
2005-12-31,1306.4785682229917,1591078.066043429,20483.8596461548,3793696.7176213604,1239798.111336387,2637519.18631858,187406.40816391862,2123140.88139562,43904765.95688728,988103.4663136045,29116.015286058206,3572344.14325361,6993985.2145950785,111108.32510579351,11034598.276107473,76689.48809840459,799978.8275497474,19754.912278235595,0.0,25768926.74668979,0.0,119864.43783882713,1956.2192960922105,3113.734584791035,24956.745706714315,5751376.875139991,0.0,531964.9652814175,535141.6985843511,1368060.4075823748,14594.828012358488,553567.9214428111,250866.4566689509,394728.2869501817,5500277.742185815,13755866.374613827,0.0,0.0
2006-12-31,1333.9609472707486,1630839.0807419142,21134.979602144882,3787000.8512047967,1282388.4293322058,2653427.306484369,186459.85886678778,2153821.0855038418,44608161.696159504,938232.7671874037,29153.94670228953,3559284.9569887468,6665043.827311039,112021.31781833865,10737693.095685149,78165.62358808541,794210.5264219468,20650.982995012764,0.0,26114767.949539606,0.0,119110.77530226452,1944.8742322603143,3134.504609909101,25856.879531683124,5856636.726099323,0.0,520972.06246234616,556867.7628947155,1352345.635145628,13792.156767729892,566397.9757412106,259998.8983804442,397621.7140227856,5591274.241867415,13782285.043121539,0.0,0.0
2007-12-31,1328.3692133204436,1589097.411218917,21179.67485419172,3625447.321537856,1319518.7545939023,2613886.8091470986,186345.1514292997,2055976.300751979,42131382.5742122,929414.9302596988,28274.32030128017,3613215.0781488614,6762895.686343456,106107.4911238986,10583652.460519573,78398.18515063518,809108.4474494209,20765.405067310843,0.0,26020974.543950975,0.0,115023.07831167146,1879.244977731748,3007.4033009926666,25699.981169738774,5837642.504725287,0.0,500218.879476767,531087.7482398937,1266564.369240287,14384.99088691267,578334.8105319648,262938.4221518814,388123.8038614461,5599040.037863355,13640433.780531187,0.0,0.0
2008-12-31,1322.8263281944999,1547105.2200335339,21260.046204017468,3634307.866125253,1313524.5330820745,2546429.690674422,189511.7489296474,2002661.8970766477,42440244.79016944,963163.8742968146,26002.43890371655,3618242.379329231,6584059.796477968,98577.42225311892,10384285.03713571,78085.08349252836,808103.0065605541,20278.436759693002,0.0,25291562.70386109,0.0,109371.8585504569,1813.133920334138,2828.4787791481463,25670.96602193344,5932976.820033067,0.0,512105.659702436,558280.2209190443,1251483.9263860753,13920.071828405273,573539.1684676204,267935.7339297099,386159.9261912627,5373353.7878345875,13156219.08812127,0.0,0.0
2009-12-31,1275.16929133935,1570925.1456584139,20670.73637056879,3707282.251203352,1264990.3229092448,2617332.1508976677,182779.3007445611,2009729.6012984018,42644263.35579459,956037.1472119911,27063.221804521672,3492407.5316930027,6781896.934909326,109529.27084258491,10823829.051551208,77407.0765007152,807377.3954054898,20535.067816506064,0.0,25575550.23767331,0.0,112942.11914280192,1900.1634388750672,2882.7456757776135,24481.708040397843,5592570.992022139,0.0,514650.170714676,542526.6113344355,1299691.2198514915,14049.136987428305,569383.6308708898,255953.13358928496,391247.97376958857,5537047.169952137,13516219.103988826,0.0,0.0
